ID,Version,Start Time,End Time,Duration,Passed,Failed,Skipped,Labels,OS,OS Name,OS Version
193c07de-9bbc-4421-a899-908ccfb5a6af,UNKNOWN,2018-03-20T15:04:41Z,2018-03-20T16:18:57Z,4455.8564,47,4,6,,linux,Alpine,3.5.2
