ID,Version,Start Time,End Time,Duration,Passed,Failed,Skipped,Labels,OS,OS Name,OS Version
2371365a-65ff-40c8-96b8-c25baa985ccc,UNKNOWN,2018-10-20T00:30:03Z,2018-10-20T02:04:35Z,5672.1284,56,0,7,,linux,Alpine,3.5.2
